# f2_ablation_sweep provenance (W3C PROV / RO-Crate, arXiv:2312.07852)
# prov:generatedAt = 1780324947 (unix seconds UTC)
# prov:wasGeneratedBy = f2_ablation_sweep --mode all --steps 200
# prov:agent_git_sha = be9b4c4
# prov:host = playras-MacBook-Pro.local
# prov:trainer_internals_schema = trainer_internals_v1_2026_06_01
# prov:cargo_pkg_version = 0.1.0
# Bump trainer_internals_schema in src/race/multi_seed.rs when LCG/init/forward changes.
mode,fix_name,fix_index,cumulative_n,seed,bpb,config_hash,wall_s
triplet,triplet_warmup_gradclip_clamp,15,,44,5.175659,0xf8f9602a9a375dd6,1.517
triplet,triplet_warmup_gradclip_clamp,15,,45,5.118495,0xf8f9602a9a375dd6,1.517
triplet,triplet_warmup_gradclip_clamp,15,,46,5.083070,0xf8f9602a9a375dd6,1.517
triplet,triplet_warmup_gradclip_smooth,16,,42,5.088123,0x009f5a10060e3259,1.628
triplet,triplet_warmup_gradclip_smooth,16,,43,5.104992,0x009f5a10060e3259,1.628
triplet,triplet_warmup_gradclip_smooth,16,,44,5.175659,0x009f5a10060e3259,1.628
triplet,triplet_warmup_gradclip_smooth,16,,45,5.118495,0x009f5a10060e3259,1.628
triplet,triplet_warmup_gradclip_smooth,16,,46,5.083070,0x009f5a10060e3259,1.628
triplet,triplet_warmup_gradclip_wd,17,,42,0.257762,0xae0b2a0e77dec666,1.611
triplet,triplet_warmup_gradclip_wd,17,,43,0.254067,0xae0b2a0e77dec666,1.611
triplet,triplet_warmup_gradclip_wd,17,,44,0.402036,0xae0b2a0e77dec666,1.611
triplet,triplet_warmup_gradclip_wd,17,,45,0.284965,0xae0b2a0e77dec666,1.611
triplet,triplet_warmup_gradclip_wd,17,,46,0.713807,0xae0b2a0e77dec666,1.611
triplet,triplet_warmup_gradclip_dropout,18,,42,5.006084,0x229ef56bfde34f95,1.590
triplet,triplet_warmup_gradclip_dropout,18,,43,5.061947,0x229ef56bfde34f95,1.590
triplet,triplet_warmup_gradclip_dropout,18,,44,5.028070,0x229ef56bfde34f95,1.590
triplet,triplet_warmup_gradclip_dropout,18,,45,5.053823,0x229ef56bfde34f95,1.590
triplet,triplet_warmup_gradclip_dropout,18,,46,5.041108,0x229ef56bfde34f95,1.590
triplet,triplet_warmup_clamp_smooth,19,,42,5.108934,0x009f5a10060e3259,1.756
triplet,triplet_warmup_clamp_smooth,19,,43,5.109877,0x009f5a10060e3259,1.756
triplet,triplet_warmup_clamp_smooth,19,,44,5.162536,0x009f5a10060e3259,1.756
triplet,triplet_warmup_clamp_smooth,19,,45,5.138375,0x009f5a10060e3259,1.756
triplet,triplet_warmup_clamp_smooth,19,,46,5.140157,0x009f5a10060e3259,1.756
triplet,triplet_warmup_clamp_wd,20,,42,0.263212,0xae0b2a0e77dec666,1.631
triplet,triplet_warmup_clamp_wd,20,,43,0.258395,0xae0b2a0e77dec666,1.631
triplet,triplet_warmup_clamp_wd,20,,44,0.242818,0xae0b2a0e77dec666,1.631
triplet,triplet_warmup_clamp_wd,20,,45,0.269532,0xae0b2a0e77dec666,1.631
triplet,triplet_warmup_clamp_wd,20,,46,0.251931,0xae0b2a0e77dec666,1.631
triplet,triplet_warmup_clamp_dropout,21,,42,4.983576,0x229ef56bfde34f95,1.639
triplet,triplet_warmup_clamp_dropout,21,,43,5.036129,0x229ef56bfde34f95,1.639
triplet,triplet_warmup_clamp_dropout,21,,44,5.055425,0x229ef56bfde34f95,1.639
triplet,triplet_warmup_clamp_dropout,21,,45,5.075997,0x229ef56bfde34f95,1.639
triplet,triplet_warmup_clamp_dropout,21,,46,5.036341,0x229ef56bfde34f95,1.639
triplet,triplet_warmup_smooth_wd,22,,42,0.263212,0x791ac26f51670da5,1.744
triplet,triplet_warmup_smooth_wd,22,,43,0.258395,0x791ac26f51670da5,1.744
triplet,triplet_warmup_smooth_wd,22,,44,0.242818,0x791ac26f51670da5,1.744
triplet,triplet_warmup_smooth_wd,22,,45,0.269532,0x791ac26f51670da5,1.744
triplet,triplet_warmup_smooth_wd,22,,46,0.251931,0x791ac26f51670da5,1.744
triplet,triplet_warmup_smooth_dropout,23,,42,4.983576,0x2d9c32deab2b7fc6,1.600
triplet,triplet_warmup_smooth_dropout,23,,43,5.036129,0x2d9c32deab2b7fc6,1.600
triplet,triplet_warmup_smooth_dropout,23,,44,5.055425,0x2d9c32deab2b7fc6,1.600
triplet,triplet_warmup_smooth_dropout,23,,45,5.075997,0x2d9c32deab2b7fc6,1.600
triplet,triplet_warmup_smooth_dropout,23,,46,5.036341,0x2d9c32deab2b7fc6,1.600
triplet,triplet_warmup_wd_dropout,24,,42,0.763957,0xe7abd2f0afd95725,1.645
triplet,triplet_warmup_wd_dropout,24,,43,0.718357,0xe7abd2f0afd95725,1.645
triplet,triplet_warmup_wd_dropout,24,,44,0.831661,0xe7abd2f0afd95725,1.645
triplet,triplet_warmup_wd_dropout,24,,45,0.280913,0xe7abd2f0afd95725,1.645
triplet,triplet_warmup_wd_dropout,24,,46,0.283562,0xe7abd2f0afd95725,1.645
